ParticipantID,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18,genre_19,stim_1,stim_2,stim_3,stim_4,stim_5,stim_6,stim_7,stim_8,stim_9,stim_10,stim_11,stim_12,stim_13,stim_14,stim_15,stim_16,stim_17,stim_18,stim_19,stim_20,stim_21,stim_22,stim_23,stim_24,stim_25,stim_26,stim_27,stim_28,stim_29,stim_30,stim_31,stim_32,stim_33,stim_34,stim_35,stim_36,stim_37,stim_38,stim_39,stim_40,stim_41,stim_42,stim_43,stim_44,stim_45,stim_46,stim_47,stim_48,stim_49,stim_50,stim_51,stim_52,stim_53,stim_54,stim_55,stim_56,stim_57,stim_58,stim_59,stim_60,stim_61,stim_62,stim_63,stim_64,stim_65,stim_66,stim_67,stim_68,stim_69,stim_70,stim_71,stim_72,stim_73,stim_74,stim_75,stim_76,stim_77,stim_78,stim_79,stim_80,Age,Gender,Studies,Incomes,ListeningPerWeek,CatSocioParents,MusicPlaces,Musician,Foreign,Genetics,Groceries,City
36,2,2,3,2,3,3,2,1,3,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,1,1,2,3,2,1,2,2,1,2,2,2,2,2,3,2,3,2,2,1,2,2,3,2,2,2,2,2,1,1,2,2,1,1,1,2,3,3,1,2,2,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,2,1,2,3,2,1,2,2,2,21,Male,1,1,3,3,In auto,0,0,0,5,Rome
37,-3,-3,-2,-2,1,1,2,-1,3,2,2,3,3,3,0,0,0,-3,1,2,1,-2,1,1,1,0,1,-3,3,1,0,1,2,0,2,-1,-3,1,2,0,1,2,1,2,2,-1,1,0,1,1,1,2,-1,1,1,1,0,0,1,1,1,1,2,2,2,0,-1,1,2,2,2,1,1,3,-3,2,2,1,-3,-1,1,1,2,2,1,0,1,2,3,-1,1,2,-2,1,1,1,0,2,-2,23,Female,1,1,3,1,In auto,0,0,30,6,Rome
38,-2,NaN,2,2,1,-2,0,NaN,1,1,-3,2,3,1,0,2,-1,0,2,2,-3,-2,-1,-2,2,1,2,-3,3,1,1,-2,-2,1,-3,1,1,1,3,-3,2,1,-2,2,3,0,-3,3,2,-3,1,1,1,-2,-3,1,1,-1,1,-2,1,-1,0,2,3,2,-3,1,2,2,1,1,0,-2,-1,0,2,-1,-1,-3,-1,2,-3,3,2,2,0,2,3,-2,-2,-2,0,-3,0,1,-1,-3,-3,20,Female,1,1,4,1,Locale,0,0,17,3,Rome
39,2,-2,3,1,2,2,0,-1,3,2,2,2,2,3,-2,0,1,0,1,0,1,-1,0,3,2,0,-1,-1,3,1,1,2,1,1,1,-2,0,0,2,1,-3,3,1,0,1,3,2,2,-2,2,3,1,2,-1,2,1,-1,-1,-1,-1,-2,1,-1,-1,0,1,3,2,1,2,-2,-2,3,3,-2,-3,3,2,-2,1,-2,3,2,3,3,3,1,1,-3,3,1,0,2,2,-1,3,2,1,1,25,Male,1,1,5,3,Serata in appartamento,1,0,20,3,Rome
40,-3,-3,0,-2,-3,1,3,-3,1,0,-2,1,2,2,0,-3,0,1,2,1,-2,-1,1,0,1,0,2,1,3,-2,-1,0,0,1,-3,1,2,1,1,1,1,1,-1,1,2,3,-3,1,1,-3,1,0,1,0,-3,2,2,0,1,-2,-2,-2,-3,2,0,-1,-1,-1,-1,1,1,1,1,2,-1,1,-1,-1,3,0,-2,2,0,2,1,1,1,-1,2,1,-3,-2,2,1,-3,-2,0,1,1,24,Female,1,2,2,1,Serata in appartamento,0,0,45,4,Rome
41,3,3,3,3,1,2,-3,1,3,3,-3,0,0,3,1,1,1,3,3,3,2,1,3,3,3,3,-1,3,3,3,3,2,2,3,2,-2,-1,3,3,1,2,2,3,-1,-1,3,3,3,3,3,3,3,3,2,3,-1,3,2,1,0,-2,3,2,-1,3,3,1,0,-1,2,-1,1,3,-2,1,-3,-2,2,-2,1,1,2,-3,3,3,3,2,1,3,2,-1,1,-2,1,-2,3,-2,-3,-3,23,Male,0,1,5,3,Serata in appartamento,1,1,57,6,Rome
42,2,1,3,3,1,2,1,0,2,2,-2,1,1,1,0,1,0,2,1,1,1,0,1,1,0,2,1,1,1,1,0,2,3,1,0,0,-1,1,1,1,1,2,1,0,0,1,0,1,2,2,1,0,1,1,-2,1,2,2,2,1,1,2,1,1,1,2,-2,1,1,0,2,2,0,0,1,0,1,2,-1,1,1,2,0,3,2,1,1,1,-1,1,1,2,1,3,1,1,1,-2,1,24,Male,1,2,2,2,Sala da concerto,0,0,65,3,Rome
43,2,1,1,2,0,0,0,-1,-3,2,-3,1,0,1,1,2,1,2,0,1,1,1,1,2,1,-2,1,0,2,1,1,1,2,1,1,-3,1,2,2,1,2,1,2,1,1,0,1,3,1,1,1,1,2,1,-1,-2,1,1,0,0,1,2,1,-2,2,2,3,1,1,-3,-1,2,2,-3,1,-3,3,2,1,0,1,1,-3,-1,2,1,1,2,1,2,1,0,-3,1,1,1,2,-3,-2,23,Female,1,1,2,1,Serata in appartamento,1,1,3,2,Rome
44,2,0,2,0,-2,-1,1,-2,2,-1,0,1,-1,2,-1,0,1,2,1,3,2,0,1,1,2,2,-2,3,-3,1,1,1,1,3,2,-1,1,2,-3,1,2,0,3,-3,2,1,2,3,1,3,2,0,2,1,2,1,-2,1,2,2,-3,0,0,1,-3,1,0,2,-1,-3,3,2,2,0,2,-2,-3,2,0,2,0,3,1,1,1,1,2,1,-1,2,-1,2,1,2,1,2,-1,1,2,25,Male,1,1,3,1,Locale,0,0,0,3,Rome
45,0,0,3,3,2,NaN,2,0,1,1,-3,3,3,2,-3,1,2,1,2,-1,-1,1,1,-1,1,2,0,2,-3,-2,-1,-2,2,-2,1,-3,-1,0,1,1,2,-2,-3,0,0,-2,1,2,2,1,3,-2,1,-1,-3,-1,2,-2,1,0,0,2,-1,1,2,-1,-1,1,3,1,1,2,1,-1,-1,-2,1,0,-2,1,0,0,0,1,2,1,-2,1,0,-1,0,-2,-2,-1,1,0,2,-1,-1,18,Male,1,1,3,3,In auto,0,0,25,1,Rome
46,3,3,3,3,0,1,0,2,3,1,NaN,-3,-1,-3,0,0,1,0,NaN,3,-1,3,1,1,2,1,0,-2,1,0,1,2,3,1,3,0,-1,1,3,3,-2,3,0,2,1,0,0,-2,3,1,3,1,3,0,-3,1,0,3,-3,1,-1,2,1,0,0,3,0,0,2,0,0,2,-2,2,0,2,1,1,2,2,2,-1,-1,2,2,-1,3,2,-1,-1,3,1,3,2,0,0,2,-1,3,36,Male,1,2,3,2,Locale,1,0,1,2,Rome
47,-2,3,3,3,0,0,-1,-2,-2,0,-2,0,1,0,1,0,0,-3,0,0,0,-2,0,0,0,0,0,0,-1,-1,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,-2,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,Male,1,6,1,1,In auto,0,0,0,6,Rome
48,3,1,2,3,3,0,1,1,3,1,2,2,3,2,1,0,1,3,2,-1,-3,-3,1,1,-1,3,0,0,-1,-1,1,1,1,-1,-3,-1,3,1,3,-1,1,2,0,3,1,2,-3,-1,2,0,0,1,2,-3,-3,-3,3,-1,2,1,3,-1,-1,0,3,3,1,-2,-1,-3,2,1,0,3,-1,1,3,1,1,1,-1,0,-1,3,0,-3,0,2,3,0,1,-1,1,1,1,-1,-2,-3,-3,38,Male,1,1,4,3,Serata in appartamento,1,0,49,5,Rome
49,1,1,1,1,2,0,2,NaN,-1,NaN,-2,2,3,-1,1,0,-2,2,3,1,1,0,0,1,1,2,1,0,3,2,2,2,1,1,-1,1,1,3,2,0,0,1,0,1,0,-1,0,1,1,0,1,1,1,1,0,0,2,2,1,1,2,0,2,2,3,2,0,0,2,1,2,2,-1,0,0,0,1,2,-2,0,0,3,-2,2,2,1,0,1,2,0,1,0,2,1,1,2,0,-1,1,19,Female,1,3,5,1,Serata in appartamento,0,0,60,2,Rome
50,2,1,2,2,1,3,1,0,2,1,-3,2,2,1,0,-2,0,0,1,2,0,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,0,2,1,1,2,2,2,1,2,2,2,2,2,0,2,2,1,1,1,0,1,2,1,1,-2,2,2,1,2,1,2,1,1,2,2,2,1,-1,1,-1,1,2,0,2,1,0,-1,1,1,2,2,1,1,1,2,1,1,2,1,0,1,-1,-1,28,Male,1,3,5,2,Serata in appartamento,1,0,75,4,Rome
51,2,-1,3,3,3,3,0,2,2,3,1,3,3,2,-1,2,1,1,1,3,-1,1,1,0,3,0,3,1,0,1,2,2,3,1,2,-3,0,3,1,1,0,3,3,1,0,3,0,2,3,-1,3,-2,3,1,-2,1,2,2,0,2,2,3,0,-2,2,3,1,3,-1,-1,-1,-1,0,-3,-2,-3,2,0,-1,1,0,2,1,1,1,1,2,3,3,1,0,2,1,3,-2,1,-1,0,2,30,Male,1,4,4,2,Serata in appartamento,0,0,0,5,Paris
52,2,-1,1,-1,0,1,1,-1,3,1,3,2,0,2,NaN,0,-1,2,1,1,1,0,-1,1,2,1,0,1,-1,2,-1,0,0,2,-1,-1,0,2,-2,0,1,0,0,1,2,1,1,2,2,1,0,1,0,0,1,2,1,2,0,1,1,0,0,-1,1,0,-1,1,1,-1,2,2,2,1,-1,0,1,1,1,-1,0,1,3,2,3,0,2,1,1,2,1,1,0,0,1,1,1,2,1,29,Male,1,3,2,1,In strada,1,0,30,2,Paris
53,1,0,1,1,3,3,2,0,1,3,0,2,2,2,1,2,1,1,0,-1,0,0,0,1,0,1,-1,0,0,0,2,0,1,0,1,-1,-1,2,-1,1,0,2,0,1,1,0,1,1,0,0,2,-1,1,2,-2,0,1,0,1,0,0,-1,0,-1,-2,0,2,0,1,0,0,1,-1,-2,0,0,-1,1,-1,1,0,-1,1,0,0,0,2,2,-2,0,0,1,-1,1,-1,1,0,0,-1,60,Male,1,1,1,1,Sala da concerto,0,0,7,3,Paris
54,1,1,3,2,2,3,3,2,1,3,-3,2,2,2,0,1,-1,0,1,-1,1,1,1,0,2,2,-2,1,0,0,1,1,2,-1,-1,1,-2,1,1,-1,0,2,1,2,0,2,1,0,2,-2,2,-1,1,-1,-1,-2,0,2,1,1,-1,1,-1,1,1,2,0,1,-1,2,-2,-2,-1,-1,-2,-2,1,-1,-1,1,1,-1,-2,2,1,-2,1,2,1,-1,2,-1,1,1,-1,1,2,-2,-2,28,Female,1,7,4,3,Sala da concerto,0,0,5,3,Paris
55,2,1,2,3,2,3,1,2,3,2,-2,3,3,3,-2,0,1,3,0,-3,-2,-1,-1,2,-2,0,1,1,0,2,1,1,3,-2,1,-2,2,3,1,2,-3,2,0,2,0,-1,1,1,2,2,1,1,3,1,-2,-2,-1,3,-2,1,-2,-3,1,-1,1,-2,0,0,-3,1,-3,-1,-2,-1,-2,-1,0,2,-3,-1,-2,2,-2,1,1,2,2,0,2,0,1,1,-2,2,-3,-1,0,-3,-3,29,Male,1,7,4,3,Locale,1,0,0,5,Paris
56,2,-2,1,1,3,2,1,0,1,0,-1,2,1,2,0,0,0,0,2,-1,-1,0,0,1,2,-1,0,1,2,-1,1,0,1,1,1,0,0,2,2,1,0,1,2,1,0,0,1,2,1,0,1,0,1,1,1,-1,1,2,0,0,0,2,1,-2,0,0,3,0,2,1,1,1,1,0,-2,-1,0,0,0,1,1,-1,0,2,2,2,-1,0,1,1,2,0,-1,0,0,0,1,0,0,42,Male,1,3,1,2,Sala da concerto,1,1,0,5,Paris
57,1,0,2,0,2,2,3,1,2,1,-2,1,3,0,0,2,1,3,2,1,-1,1,1,2,1,1,1,1,1,0,1,2,1,0,0,-2,-1,2,1,2,3,2,2,2,2,1,1,0,1,0,2,1,2,0,-2,-1,1,1,1,1,3,2,2,1,1,2,1,1,2,0,1,3,2,-1,0,2,2,-1,0,1,-2,1,0,3,2,0,-1,2,1,0,2,1,-1,1,1,1,3,1,1,17,Female,1,1,2,2,Serata in appartamento,0,0,70,3,Paris
58,1,-2,3,2,2,0,0,-1,2,2,-1,2,2,1,-2,3,NaN,2,2,1,-1,0,1,1,3,1,1,-1,1,0,1,1,1,1,-1,1,-2,1,-1,0,1,2,1,1,0,0,-1,3,1,0,1,1,1,-2,-1,1,2,1,1,0,1,1,1,0,2,1,0,1,2,2,2,0,2,-2,1,1,1,1,1,1,1,0,-1,2,-1,0,2,2,2,1,2,2,0,0,2,1,1,0,-2,17,Female,1,1,1,2,Serata in appartamento,1,1,20,3,Paris
59,3,2,1,2,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,-1,-1,3,1,3,-2,2,-1,-1,2,1,-1,-1,0,-2,-1,2,-1,-1,3,2,-1,-1,-1,0,3,3,2,-1,2,-1,2,-1,1,-1,-1,2,0,1,-1,3,1,0,-3,3,-1,-1,0,0,-1,-1,2,-2,2,0,2,1,1,-2,-2,-1,0,-1,1,2,2,0,-2,1,-2,-1,-1,0,0,-1,-1,-1,-2,71,Female,1,3,2,1,Serata in appartamento,0,0,0,3,Paris
60,1,3,2,2,3,2,2,3,3,2,0,1,2,1,3,3,3,3,3,1,0,0,1,3,1,2,2,3,0,1,0,1,1,1,0,1,1,2,0,0,1,2,0,1,1,0,1,3,1,1,3,1,1,1,0,0,1,1,1,2,0,3,1,1,1,3,0,0,1,0,3,1,1,0,1,1,1,1,0,0,0,0,0,1,3,0,1,2,1,1,1,0,1,0,0,1,1,0,3,70,Female,1,4,2,1,Sala da concerto,0,0,70,1,Paris
61,2,1,0,0,0,1,3,2,2,2,-2,3,2,2,0,3,0,2,3,0,3,2,2,1,0,3,3,3,2,3,1,3,1,3,2,0,-1,2,1,0,0,0,3,2,0,1,3,1,1,2,1,1,3,1,1,-1,3,0,1,2,3,2,2,3,2,1,0,0,2,0,1,2,1,0,0,1,3,2,1,0,2,3,1,-1,-2,2,2,1,0,2,3,1,3,1,0,0,3,-1,1,26,Male,1,7,2,1,Serata in appartamento,0,0,20,2,Paris
62,-1,-2,1,-1,1,2,2,-1,2,-1,1,-2,2,2,0,3,-2,3,0,2,-2,-1,2,-1,-1,-1,-2,1,-2,1,0,2,-1,1,1,3,-2,-2,-1,-2,-1,-1,0,2,0,0,-2,1,2,-1,-1,3,2,-2,-2,1,1,1,1,-1,-1,1,1,3,2,2,-2,-2,2,-1,1,2,1,1,2,0,-2,-1,1,0,1,-2,1,-2,0,-1,0,-1,-2,-2,2,-2,2,1,0,-2,2,0,0,27,Male,1,7,3,1,Locale,0,0,60,3,Paris
63,1,1,-3,-2,1,2,2,0,1,0,1,1,2,-2,0,1,-3,-2,1,-1,-2,1,1,-1,1,1,-2,-1,0,-1,-2,2,1,-1,0,-3,0,2,3,0,-1,2,1,-2,0,0,0,1,1,1,-1,0,3,-2,-3,1,1,-2,-1,2,-1,2,1,0,2,1,-1,-2,2,-1,-1,1,0,1,0,-3,1,-1,0,1,-1,-2,1,0,1,-1,-1,2,-3,1,-1,1,-1,-1,-2,0,1,1,-2,25,Female,1,1,2,2,In strada,0,0,60,3,Paris
64,2,2,2,2,-1,1,2,2,2,2,-1,1,1,1,1,1,1,1,1,1,0,-1,1,0,3,0,2,1,2,1,2,0,1,0,-2,0,3,2,1,1,0,2,0,1,2,2,0,1,2,2,2,-1,2,-1,-1,0,2,1,-1,-1,2,1,1,2,1,2,-2,0,0,2,1,0,-1,3,0,3,0,2,2,2,-2,3,1,3,2,-2,2,2,2,1,1,0,2,2,0,-1,1,-2,1,26,Female,1,4,3,3,Serata in appartamento,1,0,25,1,Paris
65,3,3,2,2,3,2,1,1,1,2,-3,3,2,1,0,1,-3,2,1,3,3,1,-3,1,1,1,-1,3,3,3,2,-1,1,-1,1,-3,-1,-2,2,-3,3,1,2,3,2,3,-2,-3,2,-2,1,-1,1,-2,-3,-2,1,1,-3,-3,1,2,-1,-2,2,3,-1,-1,3,3,-3,-3,2,-2,2,1,-2,-2,-1,2,2,-2,-3,1,2,0,-1,1,3,-1,1,2,1,1,-3,-1,2,-3,-2,24,,1,2,4,3,Sala da concerto,1,0,20,3,Paris
66,1,0,-1,1,-2,1,2,1,0,2,-3,3,3,1,0,1,-1,3,1,-3,-3,0,1,1,0,1,1,2,3,1,-1,-1,0,-3,2,-3,-3,0,2,-3,-3,2,-2,1,1,-2,-1,-1,1,0,1,1,3,-3,0,-3,1,-1,-2,2,2,2,0,1,0,0,-3,0,-3,3,-1,-3,2,-3,-1,-2,-3,2,-3,0,-1,0,-3,-1,-2,-3,-1,1,1,0,0,1,-3,0,-3,0,0,-3,-2,32,Female,1,3,2,2,Serata in appartamento,0,0,22,3,Paris
67,3,2,2,3,-1,1,2,1,3,-1,2,-1,1,1,1,2,-1,1,2,2,1,-2,1,2,1,-1,1,2,-2,2,-1,-2,-1,1,1,1,0,1,-1,3,3,-1,-2,-1,1,-1,-2,2,3,3,2,1,2,-1,-2,2,-1,-1,3,3,2,2,-1,-1,1,3,-3,-2,2,-1,2,1,1,2,1,-2,-1,2,1,1,-3,-1,3,2,1,-3,3,1,-2,-1,2,1,1,2,3,3,2,2,2,31,Male,1,2,2,1,Serata in appartamento,0,0,0,5,Paris
68,3,0,0,-1,0,-1,0,-1,2,0,0,0,-1,2,NaN,-1,-2,-2,1,-1,1,-1,-1,1,1,0,0,3,2,1,2,0,0,0,1,-3,-2,1,-3,0,-1,-1,1,1,2,0,1,0,-1,2,1,-3,-2,-1,0,1,0,0,-2,1,-2,0,1,0,-1,-2,-1,0,0,-1,1,1,1,0,-2,1,0,0,-3,1,-2,0,0,2,1,1,-1,1,0,-1,-1,0,0,0,2,1,0,-2,-3,47,Female,1,5,1,1,Sala da concerto,0,1,10,2,Paris
69,2,2,3,2,0,1,1,1,1,2,-1,2,2,0,-1,2,-1,1,2,2,3,2,1,1,3,3,-1,2,-1,1,1,3,2,1,2,-1,-1,1,2,2,0,2,2,1,1,1,2,2,3,1,3,1,3,3,1,0,1,1,0,1,0,2,2,-1,3,2,1,3,0,-1,-1,1,0,0,1,-3,2,1,0,3,0,1,0,0,2,3,1,2,-1,2,3,1,0,1,2,1,3,-1,-1,26,Female,1,3,4,2,Sala da concerto,1,0,1,3,Paris
70,2,1,2,-1,-1,1,-2,0,2,3,0,1,3,2,-1,2,-3,3,2,3,3,2,1,3,2,2,0,1,2,-1,-2,3,3,3,-2,-2,-1,2,2,-1,3,1,3,2,3,2,3,3,1,0,0,2,3,2,-2,2,1,3,-2,3,-1,1,-1,-1,-1,3,-1,3,-1,1,-1,0,3,2,3,0,1,0,-3,1,3,3,1,2,2,1,2,2,1,3,3,3,-1,2,-1,3,1,1,-1,26,Male,1,2,4,1,Serata in appartamento,1,1,80,3,Paris
71,1,-3,3,3,2,-1,1,-3,1,3,-2,3,-1,2,3,3,0,1,3,-3,3,2,2,3,2,3,3,3,3,1,-3,3,2,3,3,3,1,3,-3,3,3,-2,2,3,3,2,2,3,3,2,1,2,-2,2,-3,-3,3,3,3,-3,2,2,2,3,3,2,1,3,3,3,2,3,3,3,-2,-3,2,1,-2,2,-3,1,3,1,-1,3,3,3,3,3,3,3,-3,3,3,3,3,2,-3,26,,1,1,2,1,Locale,0,1,0,2,Paris
72,-1,1,3,3,3,2,2,3,3,3,-2,-2,3,1,-1,3,1,1,3,3,1,1,2,2,3,2,-3,1,0,-2,0,3,3,-1,1,-3,-3,2,2,0,-1,3,3,3,-1,3,-1,2,3,2,1,0,3,0,-3,1,2,3,3,2,1,3,3,0,2,3,-1,0,3,-1,3,1,0,-1,-1,-3,2,1,-2,1,-2,-2,-3,3,-2,-3,2,3,1,1,3,0,-3,0,3,-1,2,-3,1,19,Female,1,1,2,3,Sala da concerto,0,1,-3,2,Paris
73,1,-2,1,-1,-3,-3,3,-2,2,1,-3,2,3,3,-2,1,-3,1,2,0,-2,-3,1,1,2,1,-1,2,-1,-1,-1,1,1,-1,0,1,-1,2,2,-3,1,1,-1,1,2,2,-1,-1,2,3,1,3,1,-3,-2,-3,3,0,3,2,3,1,2,1,3,2,-2,0,0,2,2,-1,1,-2,1,1,2,1,-1,0,-2,1,-3,3,-1,-3,2,1,2,0,1,-2,-2,1,-2,1,-1,-3,1,20,Female,1,1,4,3,Sala da concerto,1,0,55,3,Paris
74,3,2,1,2,2,1,1,2,1,3,-3,3,3,2,NaN,3,-1,NaN,3,1,3,2,2,3,2,2,2,3,3,2,0,2,3,0,0,-2,-1,1,1,1,1,2,1,2,1,2,0,2,3,3,1,1,2,0,-2,-2,3,1,1,2,2,2,3,3,2,3,0,0,1,3,1,1,1,-2,1,-1,1,1,-1,1,1,2,1,2,1,0,2,3,3,1,2,0,-1,1,2,2,2,-3,-2,20,Female,1,1,2,3,Altro,1,1,60,3,Paris
75,2,0,-1,-1,-1,2,3,-1,2,-1,-3,2,0,3,1,0,1,2,1,-1,2,2,3,1,1,1,-1,3,-1,-1,1,-1,2,2,-1,2,1,2,-1,1,2,3,3,1,0,1,1,3,0,-1,1,3,2,1,0,-1,3,-3,-1,1,0,1,3,3,-3,1,-1,0,1,2,1,3,-1,1,1,0,-1,1,-1,2,1,2,1,3,3,0,2,1,-1,1,1,3,1,-1,-1,3,1,1,-1,20,Male,1,1,5,1,Altro,0,1,33,2,Paris
76,1,-1,2,2,3,2,3,1,3,2,-2,-3,3,2,-2,3,1,2,2,-2,1,1,-2,1,-1,3,-2,2,3,-2,2,2,2,-2,-2,-3,-1,0,3,2,-1,3,-2,-2,-1,-1,2,-1,3,-3,-2,-1,3,-3,-3,1,-1,-2,1,-3,3,1,1,-3,2,1,1,-2,2,-1,-3,-2,2,1,-1,-1,3,-2,-2,-2,-3,-3,-2,2,1,-3,1,-1,-3,-3,1,2,1,0,-3,-2,2,-1,1,21,Female,1,1,3,1,In auto,0,1,70,1,Paris
77,-2,-2,3,3,3,2,2,1,2,3,-3,2,3,2,-3,3,-3,0,2,2,1,2,-1,2,3,3,0,-2,2,3,2,3,3,2,0,-1,-2,2,2,1,2,3,2,2,0,2,1,3,3,3,3,2,1,1,1,-2,2,2,2,2,3,2,2,1,1,3,0,1,2,3,2,3,-3,-3,-1,-3,3,3,-2,3,-3,2,-1,2,-1,-2,-1,3,2,1,2,3,-3,1,2,3,3,-2,2,22,Female,1,1,4,2,Serata in appartamento,0,1,80,4,Paris
78,0,-2,2,-1,-2,2,3,-3,-1,1,-3,0,0,2,-2,-3,-1,-3,-2,-2,-3,-3,0,-3,1,-2,-2,-2,0,-3,-2,-3,-2,-3,-3,-3,1,-2,0,-3,-3,3,-1,1,-2,-1,-3,-1,0,-3,-2,2,1,-3,-3,-3,0,1,-2,-3,0,-2,2,3,0,-2,-3,-3,-1,1,-1,-3,-1,-1,-2,-2,-3,-2,0,-3,-3,-3,-3,3,-3,-3,-3,-2,-1,1,-1,-2,1,0,-3,-2,-3,-3,-3,20,Female,0,1,2,2,Locale,0,1,0,5,Paris
79,2,1,-2,-2,0,1,2,0,3,-1,-3,-3,1,3,-3,-2,-2,1,2,-2,3,1,1,1,1,1,-2,2,-3,3,0,1,3,0,0,-3,-2,2,-2,-2,2,1,3,0,1,1,2,2,3,0,1,-2,-1,1,-2,-3,1,-1,3,2,-1,3,2,1,-2,3,-1,1,3,-2,1,-1,3,-3,1,-3,1,1,-1,-1,-1,0,-2,2,2,0,1,1,-3,1,2,1,-2,-1,3,1,2,-3,-2,18,Female,0,1,3,1,Serata in appartamento,1,1,0,1,Paris
80,2,1,3,2,-2,2,-2,1,1,2,-3,3,1,1,1,1,-2,1,-1,2,0,0,0,1,2,0,-2,1,1,-2,1,2,2,0,-1,-2,1,2,2,-2,0,2,0,0,1,1,0,1,1,0,3,2,2,-2,-3,0,1,2,0,-2,2,0,-1,1,1,0,-1,-2,-1,2,1,-1,1,0,1,-1,-2,-2,1,1,-1,-2,-3,0,2,1,2,1,2,-1,1,-1,-3,2,-1,-1,-1,-2,-3,24,Male,1,3,4,2,Locale,1,0,20,3,Paris
81,2,0,-1,-1,-2,0,1,0,3,1,0,3,0,3,0,-1,-3,2,1,2,2,-1,-1,2,1,2,0,2,2,1,1,1,2,1,-2,0,-1,-1,-2,1,2,1,1,-1,1,2,0,1,2,-1,0,0,1,1,1,-1,2,-1,1,2,0,-1,2,0,-1,0,-2,0,1,2,2,1,1,-2,1,-2,-1,0,0,0,-1,2,1,3,1,1,0,2,0,0,-2,2,-2,1,1,1,-1,-1,-2,21,Female,1,5,3,1,Serata in appartamento,1,0,10,2,Paris
82,2,0,3,3,1,2,2,1,3,2,2,3,3,3,-3,2,-3,2,2,0,3,3,1,-2,2,3,-1,3,2,3,0,3,3,3,2,0,1,3,2,-3,3,3,1,2,-3,2,1,3,2,2,2,0,2,1,3,-3,3,2,-2,1,2,3,1,2,2,-3,3,1,-3,1,-3,-3,1,-3,0,-3,-3,3,-2,3,2,2,2,3,0,0,2,-1,3,3,2,2,-2,0,-1,1,2,-3,-3,37,Female,1,5,4,2,Sala da concerto,0,0,33,3,Paris
83,2,0,2,2,1,3,2,1,2,2,-3,1,3,1,0,2,1,3,2,-2,-3,-3,0,0,2,-2,2,0,0,-3,-1,-2,1,1,-3,-3,-2,1,3,2,0,1,0,2,-2,1,-3,0,0,1,2,2,3,-2,-3,-2,1,-3,2,0,1,-2,1,1,2,0,-3,-3,2,3,-1,-2,1,1,2,0,-2,-3,-3,-2,-2,-3,-3,3,0,-3,0,-1,-3,0,-2,0,1,1,-3,-2,-3,-3,-3,24,Female,1,6,3,2,In auto,0,1,20,3,Paris
